Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2016,Level 3,ZZ11,Food Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,51,"ANZSIC06 groups C111, C112, C113, C114, C115, C116, C117, C118, and C119"
2015,Level 1,99999,All industries,Dollars (millions),H01,Total income,Financial performance,"591,538","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"517,905","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,"56,137","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H07,Non-operating income,Financial performance,"17,495","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H08,Total expenditure,Financial performance,"527,372","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H09,Interest and donations,Financial performance,"38,550","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H10,Indirect taxes,Financial performance,"6,456","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H11,Depreciation,Financial performance,"17,294","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H12,Salaries and wages paid,Financial performance,"88,786","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H13,Redundancy and severance,Financial performance,248,"ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,"1,685","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"360,832","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H20,Non-operating expenses,Financial performance,"13,768","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H21,Opening stocks,Financial performance,"53,253","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H22,Closing stocks,Financial performance,"54,106","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H23,Surplus before income tax,Financial performance,"65,019","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H24,Total assets,Financial position,"1,833,614","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H25,Current assets,Financial position,"532,827","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H26,Fixed tangible assets,Financial position,"419,790","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H29,Other assets,Financial position,"880,998","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H30,Total equity and liabilities,Financial position,"1,833,615","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"574,398","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H32,Current liabilities,Financial position,"705,233","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars (millions),H33,Other liabilities,Financial position,"553,983","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars,H34,Total income per employee count,Financial ratios,"352,500","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Dollars,H35,Surplus per employee count,Financial ratios,"38,700","ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Percentage,H36,Current ratio,Financial ratios,76,"ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Percentage,H37,Quick ratio,Financial ratios,68,"ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Percentage,H39,Return on equity,Financial ratios,11,"ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,99999,All industries,Percentage,H41,Liabilities structure,Financial ratios,31,"ANZSIC06 divisions A-S (excluding classes K6330, L6711, O7552, O760, O771, O772, S9540, S9601, S9602, and S9603)"
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H01,Total income,Financial performance,"38,444",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H04,Sales of goods and services,Financial performance,"35,360",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,452,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,11,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H07,Non-operating income,Financial performance,"2,621",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H08,Total expenditure,Financial performance,"33,312",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H09,Interest and donations,Financial performance,"3,051",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H10,Indirect taxes,Financial performance,437,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H11,Depreciation,Financial performance,"1,776",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H12,Salaries and wages paid,Financial performance,"4,472",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"23,121",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H20,Non-operating expenses,Financial performance,454,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H21,Opening stocks,Financial performance,"13,423",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H22,Closing stocks,Financial performance,"13,169",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H23,Surplus before income tax,Financial performance,"4,877",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H24,Total assets,Financial position,"150,451",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H25,Current assets,Financial position,"26,907",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H26,Fixed tangible assets,Financial position,"86,701",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H29,Other assets,Financial position,"36,843",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H30,Total equity and liabilities,Financial position,"150,451",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"70,439",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H32,Current liabilities,Financial position,"25,125",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars (millions),H33,Other liabilities,Financial position,"54,886",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars,H34,Total income per employee count,Financial ratios,"356,300",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Dollars,H35,Surplus per employee count,Financial ratios,"45,200",ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Percentage,H36,Current ratio,Financial ratios,107,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Percentage,H37,Quick ratio,Financial ratios,55,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Percentage,H39,Return on equity,Financial ratios,7,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 division A
2015,Level 1,AA,"Agriculture, Forestry and Fishing",Percentage,H41,Liabilities structure,Financial ratios,47,ANZSIC06 division A
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H01,Total income,Financial performance,"3,508","ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"3,329","ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,56,"ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H07,Non-operating income,Financial performance,124,"ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H08,Total expenditure,Financial performance,"3,059","ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H09,Interest and donations,Financial performance,191,"ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H10,Indirect taxes,Financial performance,32,"ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H11,Depreciation,Financial performance,159,"ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H12,Salaries and wages paid,Financial performance,600,"ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"2,069","ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H20,Non-operating expenses,Financial performance,7,"ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H21,Opening stocks,Financial performance,285,"ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H22,Closing stocks,Financial performance,298,"ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H23,Surplus before income tax,Financial performance,462,"ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H24,Total assets,Financial position,"10,142","ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H25,Current assets,Financial position,"1,916","ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H26,Fixed tangible assets,Financial position,"6,860","ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H29,Other assets,Financial position,"1,366","ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H30,Total equity and liabilities,Financial position,"10,142","ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"4,347","ANZSIC06 groups A011, A012, and A013"
2015,Level 3,AA11,Horticulture and Fruit Growing,Dollars (millions),H32,Current liabilities,Financial position,"2,724","ANZSIC06 groups A011, A012, and A013"
